id;nodeI;nodeJ;distance;danger;amenagement
2291;717;756;1.7073;3.4146;0
2292;717;758;1.5224;1.5224;1
2293;718;678;0.9881;0.9881;1
2294;718;677;1.405;2.81;0
2295;718;679;1.5161;3.0322;0
2296;718;719;0.9612;1.9224;0
2297;718;757;1.3606;2.7212;0
2298;718;759;1.136;2.272;0
2299;719;718;0.9612;1.9224;0
2300;719;679;1.1568;2.3136;0
2301;720;680;0.6978;1.3956;0
2302;720;681;1.2674;2.5348;0
2303;720;761;1.6381;3.2762;0
2304;721;681;1.2091;2.4182;0
2305;721;680;1.1898;2.3796;0
2306;721;682;1.6519;1.6519;1
2307;721;762;1.537;3.074;0
2308;722;721;1.0588;2.1176;0
2309;722;681;1.5673;3.1346;0
2310;722;723;1.3395;2.679;0
2311;722;761;1.2695;2.539;0
2312;722;763;1.581;3.162;0
2313;723;682;1.2546;2.5092;0
2314;723;762;1.3181;2.6362;0
2315;723;763;0.7965;1.593;0
2316;723;764;1.4215;2.843;0
2317;724;764;1.3083;2.6166;0
2318;724;725;1.3001;2.6002;0
2319;725;764;1.2277;2.4554;0
2320;726;687;1.0051;2.0102;0
2321;726;727;0.8366;1.6732;0
2322;726;767;1.203;2.406;0
2323;727;728;1.1222;2.2444;0
2324;727;766;1.1683;2.3366;0
2325;728;727;1.1222;2.2444;0
2326;728;687;1.3649;2.7298;0
2327;728;729;1.0136;2.0272;0
2328;728;769;1.8915;3.783;0
2329;729;689;0.8104;1.6208;0
2330;729;690;1.3335;2.667;0
2331;729;770;1.6694;3.3388;0
2332;731;691;0.6208;1.2416;0
2333;731;770;1.6092;3.2184;0
2334;731;771;1.2458;2.4916;0
2335;731;772;1.4799;2.9598;0
2336;733;692;1.0572;2.1144;0
2337;733;694;1.5154;3.0308;0
2338;733;772;1.5035;3.007;0
2339;733;774;1.6324;3.2648;0
2340;735;694;1.2601;2.5202;0
2341;735;696;1.454;2.908;0
2342;735;776;1.5156;3.0312;0
2343;737;697;0.9596;1.9192;0
2344;737;696;1.2899;2.5798;0
2345;737;698;1.3371;1.3371;1
2346;737;738;1.4146;2.8292;0
2347;737;778;1.734;3.468;0
2348;738;698;0.9152;1.8304;0
2349;738;697;1.4417;2.8834;0
2350;738;699;1.1553;2.3106;0
2351;738;739;0.9243;1.8486;0
2352;738;777;1.6851;3.3702;0
2353;739;738;0.9243;1.8486;0
2354;739;698;1.7653;3.5306;0
2355;739;700;1.9681;3.9362;0
2356;739;740;0.9782;1.9564;0
2357;739;778;1.3328;2.6656;0
2358;739;779;0.9785;1.957;0
2359;740;699;1.5836;3.1672;0
2360;740;701;1.3497;2.6994;0
2361;740;779;1.5584;3.1168;0
2362;741;740;1.0002;2.0004;0
2363;741;701;0.7334;1.4668;0
2364;741;742;1.3779;2.7558;0
2365;741;782;1.5493;3.0986;0
2366;742;741;1.3779;2.7558;0
2367;742;743;0.832;1.664;0
2368;742;783;1.4066;2.8132;0
2369;743;702;0.9855;1.971;0
2370;743;783;1.3012;2.6024;0
2371;744;784;1.1853;2.3706;0
2372;744;704;1.3001;2.6002;0
2373;745;744;0.9782;1.9564;0
2374;745;746;1.1103;2.2206;0
2375;746;745;1.1103;2.2206;0
2376;746;707;1.2377;2.4754;0
2377;746;747;0.9353;1.8706;0
2378;746;787;1.2846;2.5692;0
2379;747;786;1.5071;3.0142;0
2380;748;747;1.0055;2.011;0
2381;748;707;1.7791;3.5582;0
2382;748;709;1.4951;2.9902;0
2383;748;787;1.5758;3.1516;0
2384;752;711;1.3001;2.6002;0
2385;753;752;0.8953;1.7906;0
2386;753;754;1.1154;2.2308;0
2387;753;792;1.3061;2.6122;0
2388;754;755;0.7479;1.4958;0
2389;754;793;1.3345;2.669;0
2390;755;754;0.7479;1.4958;0
2391;755;714;1.0638;2.1276;0
2392;755;795;1.2134;2.4268;0
2393;755;796;1.4147;2.8294;0
2394;756;757;1.4787;2.9574;0
2395;756;795;1.1057;2.2114;0
2396;757;717;1.3786;2.7572;0
2397;757;716;1.8107;3.6214;0
2398;757;718;1.3606;2.7212;0
2399;757;758;0.5119;1.0238;0
2400;757;797;0.8697;1.7394;0
2401;758;757;0.5119;1.0238;0
2402;758;719;1.7248;3.4496;0
2403;758;799;1.4386;2.8772;0
2404;759;719;0.8494;1.6988;0
2405;759;718;1.136;2.272;0
2406;759;798;1.3952;2.7904;0
2407;761;721;0.9475;0.9475;1
2408;761;720;1.6381;3.2762;0
2409;761;722;1.2695;2.539;0
2410;761;801;0.8828;0.8828;1
2411;761;802;0.9552;1.9104;0
2412;762;722;0.9685;1.937;0
2413;762;721;1.537;3.074;0
2414;763;723;0.7965;1.593;0
2415;763;724;1.5151;3.0302;0
2416;763;764;1.0483;2.0966;0
2417;763;804;0.9724;1.9448;0
2418;764;763;1.0483;2.0966;0
2419;764;724;1.3083;2.6166;0
2420;764;723;1.4215;2.843;0
2421;764;804;0.6911;1.3822;0
2422;764;805;1.0902;2.1804;0
2423;766;727;1.1683;2.3366;0
2424;766;767;0.7894;1.5788;0
2425;766;805;1.5438;3.0876;0
2426;766;807;1.6543;3.3086;0
2427;767;728;1.3222;2.6444;0
2428;767;807;1.3589;2.7178;0
2429;767;808;1.9224;3.8448;0
2430;768;728;1.0511;2.1022;0
2431;768;769;1.2751;2.5502;0
2432;769;768;1.2751;2.5502;0
2433;769;808;1.5698;3.1396;0
2434;769;809;1.2104;2.4208;0
2435;770;729;1.6694;3.3388;0
2436;770;731;1.6092;3.2184;0
2437;770;771;0.976;1.952;0
2438;770;811;0.8331;1.6662;0
2439;771;770;0.976;1.952;0
2440;771;772;0.7301;1.4602;0
2441;772;731;1.4799;2.9598;0
2442;772;812;0.8957;1.7914;0
2443;773;774;0.6969;1.3938;0
2444;773;813;1.1809;2.3618;0
2445;773;814;1.5338;3.0676;0
2446;774;733;1.6324;3.2648;0
2447;774;815;1.7116;3.4232;0
2448;776;737;1.5204;1.5204;1
2449;776;815;1.3424;1.3424;1
2450;776;816;0.7411;1.4822;0
2451;776;817;1.2871;2.5742;0
2452;777;776;1.1597;2.3194;0
2453;777;816;1.2722;2.5444;0
2454;777;818;1.1339;2.2678;0
2455;778;738;1.3489;2.6978;0
2456;778;737;1.734;3.468;0
2457;778;739;1.3328;2.6656;0
2458;778;779;0.9376;1.8752;0
2459;778;817;0.9326;1.8652;0
2460;778;819;1.4326;2.8652;0
2461;779;778;0.9376;1.8752;0
2462;779;739;0.9785;1.957;0
2463;779;819;0.8936;1.7872;0
2464;779;820;1.4321;2.8642;0
2465;780;779;1.4643;2.9286;0
2466;780;740;1.2872;2.5744;0
2467;780;739;1.7251;3.4502;0
2468;780;819;1.5982;3.1964;0
2469;782;741;1.5493;3.0986;0
2470;782;822;0.9435;1.887;0
2471;782;823;1.6011;3.2022;0
2472;783;743;1.3012;2.6024;0
2473;783;744;1.4829;2.9658;0
2474;783;784;0.5662;1.1324;0
2475;783;823;1.0441;2.0882;0
2476;784;743;1.5539;3.1078;0
2477;784;745;1.6127;3.2254;0
2478;784;824;1.0789;2.1578;0
2479;786;746;1.2139;2.4278;0
2480;786;747;1.5071;3.0142;0
2481;786;787;0.6985;1.397;0
2482;786;825;1.4622;2.9244;0
2483;786;827;1.4555;2.911;0
2484;787;786;0.6985;1.397;0
2485;787;747;1.0827;2.1654;0
2486;787;788;1.1888;2.3776;0
2487;787;826;1.1932;2.3864;0
2488;787;827;1.0132;2.0264;0
2489;788;748;0.9573;1.9146;0
2490;788;827;1.0187;2.0374;0
2491;791;752;1.8756;3.7512;0
2492;791;831;0.8242;1.6484;0
2493;791;832;1.1782;2.3564;0
2494;792;752;0.9861;1.9722;0
2495;792;832;0.9882;1.9764;0
2496;792;833;1.4852;2.9704;0
2497;793;792;1.1628;2.3256;0
2498;793;753;0.7026;1.4052;0
2499;793;832;1.5862;3.1724;0
2500;795;755;1.2134;2.4268;0
2501;795;756;1.1057;2.2114;0
2502;795;796;0.6966;1.3932;0
2503;795;836;1.3424;2.6848;0
2504;796;797;1.3466;2.6932;0
2505;796;835;1.4312;2.8624;0
2506;796;836;1.0608;2.1216;0
2507;797;756;1.6869;3.3738;0
2508;797;758;1.101;2.202;0
2509;797;836;1.2367;2.4734;0
2510;797;837;0.9583;1.9166;0
2511;797;838;1.4995;2.999;0
2512;798;797;1.025;2.05;0
2513;798;757;1.154;2.308;0
2514;798;799;0.9406;1.8812;0
2515;798;837;1.6675;3.335;0
2516;799;758;1.3001;2.6002;0
2517;800;840;1.2194;2.4388;0
2518;801;761;0.8828;0.8828;1
2519;801;840;1.5013;3.0026;0
2520;801;841;1.0899;1.0899;1
2521;801;842;1.6525;3.305;0
2522;802;762;0.9844;0.9844;1
2523;802;761;0.9552;1.9104;0
2524;802;841;1.307;2.614;0
2525;802;842;1.1797;1.1797;1
2526;804;764;0.6911;1.3822;0
2527;804;844;1.1614;2.3228;0
2528;805;804;1.3596;2.7192;0
2529;805;846;1.579;3.158;0
2530;806;807;1.2871;2.5742;0
2531;806;847;1.5505;3.101;0
2532;807;767;1.3589;2.7178;0
2533;807;766;1.6543;3.3086;0
2534;807;768;1.524;3.048;0
2535;807;846;1.6671;1.6671;1
2536;807;847;0.9305;0.9305;1
2537;808;807;1.0584;1.0584;1
2538;808;769;1.5698;3.1396;0
2539;808;809;0.6022;1.2044;0
2540;808;848;0.8556;1.7112;0
2541;808;849;1.4499;1.4499;1
2542;809;808;0.6022;1.2044;0
2543;809;769;1.2104;2.4208;0
2544;809;768;1.5375;3.075;0
2545;809;850;1.6068;3.2136;0
2546;810;771;1.5096;3.0192;0
2547;810;849;1.3765;1.3765;1
2548;810;850;0.7451;1.4902;0
2549;810;851;0.7823;0.7823;1
2550;811;810;0.6402;1.2804;0
2551;811;770;0.8331;1.6662;0
2552;811;772;1.428;2.856;0
2553;811;851;0.9946;1.9892;0
2554;812;772;0.8957;1.7914;0
2555;812;771;1.1904;1.1904;1
2556;812;773;1.3245;2.649;0
2557;812;813;0.8939;1.7878;0
2558;812;851;1.575;1.575;1
2559;813;812;0.8939;1.7878;0
2560;813;774;1.4328;2.8656;0
2561;813;814;1.2894;2.5788;0
2562;813;852;1.1269;2.2538;0
2563;814;813;1.2894;2.5788;0
2564;814;815;0.9978;1.9956;0
2565;815;814;0.9978;1.9956;0
2566;815;816;1.1411;2.2822;0
2567;815;856;1.4618;1.4618;1
2568;816;776;0.7411;1.4822;0
2569;816;817;1.052;2.104;0
2570;816;857;1.0356;2.0712;0
2571;817;777;0.5633;1.1266;0
2572;817;776;1.2871;2.5742;0
2573;817;818;0.6839;1.3678;0
2574;817;856;1.7817;3.5634;0
2575;817;858;1.2915;1.2915;1
2576;818;778;1.1209;2.2418;0
2577;818;777;1.1339;2.2678;0
2578;818;779;1.4499;2.8998;0
2579;818;819;1.1471;2.2942;0
2580;818;857;1.2258;2.4516;0
2581;818;859;1.4412;2.8824;0
2582;819;779;0.8936;1.7872;0
2583;819;778;1.4326;2.8652;0
2584;819;780;1.5982;3.1964;0
2585;819;820;1.0351;2.0702;0
2586;819;860;1.5515;3.103;0
2587;820;780;0.8828;1.7656;0
2588;820;779;1.4321;2.8642;0
2589;820;821;1.0107;2.0214;0
2590;820;859;1.2019;2.4038;0
2591;820;860;0.826;1.652;0
2592;821;822;1.0049;2.0098;0
2593;821;860;1.0256;2.0512;0
2594;821;861;0.8558;1.7116;0
2595;821;862;1.3962;2.7924;0
2596;822;821;1.0049;2.0098;0
2597;822;782;0.9435;1.887;0
2598;822;861;1.5645;3.129;0
2599;822;862;1.3352;2.6704;0
2600;823;822;1.0817;2.1634;0
2601;823;783;1.0441;2.0882;0
2602;823;784;1.3547;2.7094;0
2603;823;824;1.0127;2.0254;0
2604;824;823;1.0127;2.0254;0
2605;824;864;0.8571;1.7142;0
2606;824;865;1.3582;2.7164;0
2607;825;784;1.2706;2.5412;0
2608;825;786;1.4622;2.9244;0
2609;825;826;1.3153;2.6306;0
2610;825;865;1.1972;2.3944;0
2611;825;866;1.7806;3.5612;0
2612;826;827;1.1255;2.251;0
2613;826;865;1.524;3.048;0
2614;826;866;1.271;2.542;0
2615;827;787;1.0132;2.0264;0
2616;827;786;1.4555;2.911;0
2617;827;788;1.0187;2.0374;0
2618;827;867;1.1842;2.3684;0
2619;829;830;1.1741;2.3482;0
2620;829;869;1.0861;2.1722;0
2621;830;870;1.0168;2.0336;0
2622;831;872;1.3577;2.7154;0
2623;832;791;1.1782;2.3564;0
2624;832;793;1.5862;3.1724;0
2625;832;833;0.9162;1.8324;0
2626;832;871;1.5598;3.1196;0
2627;832;872;0.8984;1.7968;0
2628;833;793;1.3072;2.6144;0
2629;833;834;1.2011;2.4022;0
2630;833;872;1.1349;2.2698;0
2631;833;873;0.7102;1.4204;0
2632;833;874;1.2695;2.539;0
2633;834;833;1.2011;2.4022;0
2634;834;793;1.405;2.81;0
2635;834;795;1.3472;2.6944;0
2636;834;874;1.0826;2.1652;0
2637;834;875;1.4852;2.9704;0
2638;835;834;0.7226;1.4452;0
2639;835;796;1.4312;2.8624;0
2640;835;836;1.4055;2.811;0
2641;835;874;1.3967;2.7934;0
2642;836;796;1.0608;2.1216;0
2643;836;797;1.2367;2.4734;0
2644;836;876;0.8466;1.6932;0
2645;837;836;0.7237;1.4474;0
2646;837;798;1.6675;3.335;0
2647;837;878;1.6829;3.3658;0
2648;838;837;1.2628;2.5256;0
2649;838;797;1.4995;2.999;0
2650;838;799;1.7556;3.5112;0
2651;838;878;0.9787;1.9574;0
2652;839;838;1.0685;2.137;0
2653;840;800;1.2194;2.4388;0
2654;840;841;0.8904;0.8904;1
2655;840;881;1.521;1.521;1
2656;841;840;0.8904;0.8904;1
2657;841;801;1.0899;1.0899;1
2658;841;842;0.9676;0.9676;1
2659;841;881;1.4001;2.8002;0
2660;842;841;0.9676;0.9676;1
2661;842;802;1.1797;1.1797;1
2662;842;843;1.3395;2.679;0
2663;843;882;1.7553;3.5106;0
2664;843;883;1.307;2.614;0
2665;844;843;0.5804;1.1608;0
2666;844;883;1.6769;3.3538;0
2667;845;805;1.3136;2.6272;0
2668;845;804;2.0713;4.1426;0
2669;845;806;1.1212;2.2424;0
2670;845;846;0.5903;1.1806;0
2671;845;884;1.6363;3.2726;0
2672;846;845;0.5903;1.1806;0
2673;846;807;1.6671;1.6671;1
2674;846;885;1.276;2.552;0
2675;846;886;0.9659;0.9659;1
2676;846;887;1.6347;3.2694;0
2677;847;807;0.9305;0.9305;1
2678;847;806;1.5505;3.101;0
2679;847;848;1.0626;2.1252;0
2680;847;886;1.6125;3.225;0
2681;847;887;1.201;2.402;0
2682;847;888;1.2005;2.401;0
2683;848;847;1.0626;2.1252;0
2684;848;808;0.8556;1.7112;0
2685;848;887;1.5217;3.0434;0
2686;848;888;0.7122;1.4244;0
2687;849;808;1.4499;1.4499;1
2688;849;889;0.6455;1.291;0
2689;850;849;0.9722;1.9444;0
2690;850;810;0.7451;1.4902;0
2691;850;809;1.6068;3.2136;0
2692;850;811;1.2696;2.5392;0
2693;850;889;1.3129;2.6258;0
2694;850;891;1.6142;3.2284;0
2695;851;850;0.5799;1.1598;0
2696;851;810;0.7823;0.7823;1
2697;851;812;1.575;1.575;1
2698;851;891;1.5532;3.1064;0
2699;852;851;1.532;3.064;0
2700;852;812;1.3647;1.3647;1
2701;852;811;2.041;4.082;0
2702;852;813;1.1269;2.2538;0
2703;852;891;1.6438;3.2876;0
2704;852;892;1.1871;2.3742;0
2705;856;816;1.1998;2.3996;0
2706;856;857;0.6769;1.3538;0
2707;856;896;0.9345;0.9345;1
2708;857;817;1.1997;1.1997;1
2709;857;816;1.0356;2.0712;0
2710;857;898;1.4454;2.8908;0
2711;858;857;1.1953;2.3906;0
2712;858;817;1.2915;2.583;0
2713;858;819;1.2569;2.5138;0
2714;858;899;1.6798;3.3596;0
2715;859;818;1.4412;2.8824;0
2716;859;860;1.2238;2.4476;0
2717;859;899;1.1456;2.2912;0
2718;860;820;0.826;1.652;0
2719;860;819;1.5515;3.103;0
2720;860;821;1.0256;2.0512;0
2721;860;899;1.6257;3.2514;0
2722;860;901;1.2616;2.5232;0
2723;861;860;0.681;1.362;0
2724;862;823;1.3909;2.7818;0
2725;862;902;0.7936;1.5872;0
2726;863;823;1.1572;2.3144;0
2727;863;822;1.793;3.586;0
2728;864;824;0.8571;1.7142;0
2729;864;823;1.5788;3.1576;0
2730;864;903;1.8071;3.6142;0
2731;864;904;1.1832;2.3664;0
2732;865;825;1.1972;2.3944;0
2733;865;824;1.3582;2.7164;0
2734;865;866;0.9363;1.8726;0
2735;865;904;1.2624;2.5248;0
2736;866;827;1.9356;3.8712;0
2737;866;905;0.8241;1.6482;0
2738;867;827;1.1842;2.3684;0
2739;867;826;1.466;2.932;0
2740;868;827;1.3583;2.7166;0
2741;868;908;1.1399;2.2798;0
2742;868;909;1.3644;2.7288;0
2743;869;868;1.5397;3.0794;0
2744;869;830;1.1597;2.3194;0
2745;869;870;0.9204;1.8408;0
2746;869;908;1.7827;3.5654;0
2747;869;909;1.1432;2.2864;0
2748;869;829;1.3001;2.6002;0
2749;870;830;1.0168;1.0168;1
2750;870;831;1.4124;2.8248;0
2751;870;909;1.3794;2.7588;0
2752;870;911;1.2413;2.4826;0
2753;871;870;1.1167;2.2334;0
2754;871;831;1.1104;2.2208;0
2755;871;830;1.2525;2.505;0
2756;871;911;0.5673;1.1346;0
2757;872;871;0.9324;1.8648;0
2758;872;832;0.8984;1.7968;0
2759;872;873;1.007;2.014;0
2760;872;911;1.2444;2.4888;0
2761;872;912;1.5736;3.1472;0
2762;872;913;1.5076;3.0152;0
2763;873;833;0.7102;1.4204;0
2764;873;874;0.8476;1.6952;0
2765;873;913;1.2589;2.5178;0
2766;874;834;1.0826;2.1652;0
2767;874;833;1.2695;2.539;0
2768;874;835;1.3967;2.7934;0
2769;874;875;1.2731;2.5462;0
2770;875;876;1.0706;2.1412;0
2771;875;914;1.6257;3.2514;0
2772;876;836;0.8466;1.6932;0
2773;876;835;1.6349;3.2698;0
2774;876;837;1.0053;2.0106;0
2775;876;915;1.6554;3.3108;0
2776;876;916;1.5101;3.0202;0
2777;876;917;1.6474;3.2948;0
2778;877;876;0.7752;1.5504;0
2779;877;836;1.2378;2.4756;0
2780;877;838;1.3653;2.7306;0
2781;877;917;1.1545;2.309;0
2782;877;918;1.1697;2.3394;0
2783;878;877;1.2108;2.4216;0
2784;878;838;0.9787;1.9574;0
2785;878;837;1.6829;3.3658;0
2786;878;839;1.7247;3.4494;0
2787;878;918;0.5373;1.0746;0
2788;881;841;1.4001;2.8002;0
2789;881;840;1.521;3.042;0
2790;881;882;0.6986;0.6986;1
2791;881;922;1.1986;1.1986;1
2792;882;842;1.1408;2.2816;0
2793;882;841;1.5286;3.0572;0
2794;882;883;1.0235;1.0235;1
2795;882;922;0.8266;1.6532;0
2796;883;882;1.0235;2.047;0
2797;883;843;1.307;2.614;0
2798;883;844;1.6769;1.6769;1
2799;883;884;1.0266;2.0532;0
2800;883;922;0.8577;1.7154;0
2801;883;923;0.6113;1.2226;0
2802;884;883;1.0266;2.0532;0
2803;884;844;0.847;1.694;0
2804;884;843;0.863;1.726;0
2805;884;924;1.5214;3.0428;0
2806;885;844;1.2644;2.5288;0
2807;885;886;1.2752;2.5504;0
2808;886;885;1.2752;2.5504;0
2809;886;846;0.9659;0.9659;1
2810;886;887;1.1783;2.3566;0
2811;886;925;1.2494;2.4988;0
2812;886;927;1.2499;2.4998;0
2813;887;886;1.1783;2.3566;0
2814;887;847;1.201;2.402;0
2815;887;888;0.9809;1.9618;0
2816;887;926;1.4949;2.9898;0
2817;887;927;0.9473;1.8946;0
2818;888;887;0.9809;1.9618;0
2819;888;848;0.7122;1.4244;0
2820;888;847;1.2005;2.401;0
2821;888;849;1.4205;2.841;0
2822;888;889;1.2469;2.4938;0
2823;888;927;1.7984;3.5968;0
2824;889;930;1.4066;2.8132;0
2825;891;851;1.5532;3.1064;0
2826;891;852;1.6438;3.2876;0
2827;891;892;0.8987;1.7974;0
2828;891;930;1.3046;2.6092;0
2829;892;891;0.8987;1.7974;0
2830;892;933;1.0635;2.127;0
2831;892;931;1.3001;2.6002;0
2832;893;852;1.3224;1.3224;1
2833;893;932;0.9418;1.8836;0
2834;893;934;1.335;1.335;1
2835;894;893;0.99;1.98;0
2836;894;933;1.3339;2.6678;0
2837;895;894;1.3001;2.6002;0
2838;896;857;1.4748;1.4748;1
2839;896;935;1.5749;1.5749;1
2840;896;936;1.3287;2.6574;0
2841;896;937;1.4877;2.9754;0
2842;898;858;0.9758;1.9516;0
2843;898;937;1.3014;2.6028;0
2844;899;898;1.3708;2.7416;0
2845;899;858;1.6798;3.3596;0
2846;899;900;0.6218;1.2436;0
2847;899;938;1.5365;3.073;0
2848;899;940;1.3076;2.6152;0
2849;900;861;1.6931;3.3862;0
2850;900;939;1.3151;2.6302;0
2851;901;900;1.5161;3.0322;0
2852;901;862;1.0422;2.0844;0
2853;901;902;0.5486;1.0972;0
2854;902;901;0.5486;1.0972;0
2855;902;862;0.7936;1.5872;0
2856;902;863;1.3486;2.6972;0
2857;902;903;1.2431;2.4862;0
2858;902;941;1.2674;2.5348;0
2859;903;863;0.9001;1.8002;0
2860;903;864;1.8071;3.6142;0
2861;903;904;1.3488;2.6976;0
2862;903;944;1.3095;2.619;0
2863;904;864;1.1832;2.3664;0
2864;904;905;0.9672;1.9344;0
2865;905;904;0.9672;1.9344;0
2866;905;865;0.7844;1.5688;0
2867;905;866;0.8241;1.6482;0
2868;905;906;0.9989;1.9978;0
2869;905;944;1.4762;2.9524;0
2870;905;945;1.4658;2.9316;0
2871;905;946;1.2258;2.4516;0
2872;906;866;0.7216;1.4432;0
2873;906;865;1.521;3.042;0
2874;906;867;1.2506;2.5012;0
2875;906;907;0.7987;1.5974;0
2876;906;947;1.2428;2.4856;0
2877;907;906;0.7987;1.5974;0
2878;907;867;1.075;2.15;0
2879;907;868;1.2483;2.4966;0
2880;907;946;1.4258;2.8516;0
2881;907;948;1.3536;2.7072;0
2882;908;907;1.1604;2.3208;0
2883;908;868;1.1399;2.2798;0
2884;908;867;1.5201;3.0402;0
2885;908;947;1.5918;3.1836;0
2886;908;948;0.8015;0.8015;1
2887;909;870;1.3794;1.3794;1
2888;909;948;1.4026;2.8052;0
2889;909;949;1.033;2.066;0
2890;909;869;1.3001;2.6002;0
2891;911;870;1.2413;2.4826;0
2892;911;872;1.2444;2.4888;0
2893;911;912;1.1728;2.3456;0
2894;911;951;1.5813;3.1626;0
2895;912;911;1.1728;2.3456;0
2896;912;872;1.5736;3.1472;0
2897;912;951;1.6006;3.2012;0
2898;912;952;1.0264;2.0528;0
2899;913;873;1.2589;2.5178;0
2900;913;872;1.5076;3.0152;0
2901;913;914;1.1421;2.2842;0
2902;913;952;1.5653;3.1306;0
2903;914;873;1.6356;3.2712;0
2904;914;875;1.6257;3.2514;0
2905;914;915;1.2127;2.4254;0
2906;914;955;1.2918;2.5836;0
2907;915;914;1.2127;2.4254;0
2908;915;874;1.8037;3.6074;0
2909;915;876;1.6554;3.3108;0
2910;915;954;1.3447;2.6894;0
2911;915;955;0.859;1.718;0
2912;915;956;1.1654;2.3308;0
2913;916;915;0.5719;1.1438;0
2914;916;876;1.5101;3.0202;0
2915;916;875;1.4542;2.9084;0
2916;916;877;1.7567;3.5134;0
2917;916;956;0.9106;1.8212;0
2918;917;916;1.4851;2.9702;0
2919;917;918;0.6454;1.2908;0
2920;917;957;1.0763;2.1526;0
2921;917;958;1.4127;2.8254;0
2922;918;917;0.6454;1.2908;0
2923;918;878;0.5373;1.0746;0
2924;920;881;1.5081;3.0162;0
2925;920;921;1.3819;2.7638;0
2926;920;961;1.8756;3.7512;0
2927;921;920;1.3819;2.7638;0
2928;921;881;0.6681;1.3362;0
2929;921;922;1.0075;2.015;0
2930;921;960;1.911;3.822;0
2931;921;961;1.1908;2.3816;0
2932;922;882;0.8266;1.6532;0
2933;922;923;0.8734;1.7468;0
2934;922;961;1.5636;3.1272;0
2935;922;963;1.6116;1.6116;1
2936;923;922;0.8734;1.7468;0
2937;924;923;1.2135;2.427;0
2938;924;884;1.5214;3.0428;0
2939;924;925;0.7229;1.4458;0
2940;924;963;1.5292;3.0584;0
2941;924;965;1.3089;1.3089;1
2942;925;924;0.7229;1.4458;0
2943;926;925;1.0535;2.107;0
2944;926;886;1.0399;2.0798;0
2945;926;885;1.8878;3.7756;0
2946;926;887;1.4949;2.9898;0
2947;926;927;0.784;1.568;0
2948;926;966;1.0671;2.1342;0
2949;926;967;1.2638;2.5276;0
2950;927;888;1.7984;3.5968;0
2951;927;967;0.804;1.608;0
2952;927;968;1.45;2.9;0
2953;930;889;1.4066;2.8132;0
2954;930;891;1.3046;2.6092;0
2955;931;930;0.806;1.612;0
2956;931;971;1.3112;2.6224;0
2957;931;972;1.8027;3.6054;0
2958;932;892;0.4716;0.9432;0
2959;932;891;1.0692;2.1384;0
2960;933;932;0.7475;1.495;0
2961;933;893;0.747;1.494;0
2962;933;894;1.3339;2.6678;0
2963;933;934;1.1044;2.2088;0
2964;933;972;1.5274;3.0548;0
2965;933;973;1.0692;2.1384;0
2966;934;933;1.1044;2.2088;0
2967;934;893;1.335;1.335;1
2968;934;895;1.4504;2.9008;0
2969;934;935;1.0992;1.0992;1
2970;934;973;1.2493;2.4986;0
2971;934;974;0.7839;1.5678;0
2972;934;975;1.234;2.468;0
2973;935;934;1.0992;1.0992;1
2974;935;894;1.4945;1.4945;1
2975;935;896;1.5749;1.5749;1
2976;935;936;1.2415;2.483;0
2977;935;974;0.9468;1.8936;0
2978;935;975;0.7454;0.7454;1
2979;935;976;1.1692;2.3384;0
2980;936;935;1.2415;2.483;0
2981;936;896;1.3287;2.6574;0
2982;936;895;1.9406;3.8812;0
2983;936;937;0.9151;1.8302;0
2984;936;975;1.6133;3.2266;0
2985;936;976;0.4683;0.9366;0
2986;936;977;1.0184;2.0368;0
2987;937;936;0.9151;1.8302;0
2988;938;937;0.798;1.596;0
2989;938;899;1.5365;3.073;0
2990;938;939;0.9726;1.9452;0
2991;938;977;1.2625;2.525;0
2992;938;978;1.2618;2.5236;0
2993;939;938;0.9726;1.9452;0
2994;939;900;1.3151;2.6302;0
2995;939;980;1.4445;2.889;0
2996;940;939;0.9555;1.911;0
2997;940;941;1.4348;2.8696;0
2998;941;940;1.4348;2.8696;0
2999;941;901;1.2169;2.4338;0
3000;941;902;1.2674;2.5348;0
3001;944;904;0.6831;1.3662;0
3002;944;905;1.4762;2.9524;0
3003;944;945;1.2486;2.4972;0
3004;944;983;1.3782;2.7564;0
3005;945;904;1.4892;2.9784;0
3006;945;906;1.6185;3.237;0
3007;945;946;0.5967;1.1934;0
3008;945;985;0.5226;1.0452;0
3009;946;945;0.5967;1.1934;0
3010;946;905;1.2258;2.4516;0
3011;946;947;1.0132;2.0264;0
3012;946;985;1.0806;2.1612;0
3013;946;987;1.962;3.924;0
3014;947;946;1.0132;2.0264;0
3015;947;907;0.9159;1.8318;0
3016;947;906;1.2428;2.4856;0
3017;947;908;1.5918;3.1836;0
3018;947;986;1.2671;2.5342;0
3019;947;987;1.172;2.344;0
3020;948;947;1.2474;2.4948;0
3021;948;908;0.8015;0.8015;1
3022;948;909;1.4026;1.4026;1
3023;949;909;1.033;2.066;0
3024;949;988;1.7555;3.511;0
3025;949;990;1.5324;3.0648;0
3026;951;912;1.6006;3.2012;0
3027;951;952;0.915;1.83;0
3028;951;990;1.3916;2.7832;0
3029;951;991;0.4851;0.9702;0
3030;951;992;1.3399;2.6798;0
3031;952;951;0.915;1.83;0
3032;952;912;1.0264;2.0528;0
3033;952;911;1.6845;3.369;0
3034;952;993;1.3575;2.715;0
3035;954;913;1.817;3.634;0
